"","pid","condition","gender","age_cat","education","trial","WOA","Trust"
"133","S014","low","female","35-49","college",3,0.823272255643007,5
"134","S014","low","female","35-49","college",4,0.732837541986513,4
"135","S014","low","female","35-49","college",5,0.725521816245238,3
"136","S014","low","female","35-49","college",6,0.595914946601304,3
"137","S014","low","female","35-49","college",7,0.597051379076983,4
"138","S014","low","female","35-49","college",8,0.50346774984338,5
"139","S014","low","female","35-49","college",9,0.412303843185154,4
"140","S014","low","female","35-49","college",10,0.547142913326677,4
"141","S015","low","female","18-34","college",1,0.134126547587587,3
"142","S015","low","female","18-34","college",2,0.579138351045745,3
"143","S015","low","female","18-34","college",3,0.549059687679472,4
"144","S015","low","female","18-34","college",4,0.242733280503416,4
"145","S015","low","female","18-34","college",5,0.347118650917108,4
"146","S015","low","female","18-34","college",6,0.794714900305337,4
"147","S015","low","female","18-34","college",7,0.387143810883959,4
"148","S015","low","female","18-34","college",8,0.745122700346953,4
"149","S015","low","female","18-34","college",9,0.530693701447543,6
"150","S015","low","female","18-34","college",10,0.59409184327028,4
"151","S016","low","female","35-49","highschool",1,0.447252402638103,5
"152","S016","low","female","35-49","highschool",2,0.420646500373519,3
"153","S016","low","female","35-49","highschool",3,0.413420525557175,4
"154","S016","low","female","35-49","highschool",4,0.230874778126315,6
"155","S016","low","female","35-49","highschool",5,0.624813407918978,5
"156","S016","low","female","35-49","highschool",6,0.682697127877918,4
"157","S016","low","female","35-49","highschool",7,0.694924567999791,4
"158","S016","low","female","35-49","highschool",8,0.334635772874447,5
"159","S016","low","female","35-49","highschool",9,0.930659229530311,5
"160","S016","low","female","35-49","highschool",10,0.57066760619461,5
"161","S017","low","female","35-49","highschool",1,0.787162426220351,4
"162","S017","low","female","35-49","highschool",2,0.588534651608362,5
"163","S017","low","female","35-49","highschool",3,0.919817271900899,2
"164","S017","low","female","35-49","highschool",4,0.422748060290564,2
"165","S017","low","female","35-49","highschool",5,0.270821749991706,5
"166","S017","low","female","35-49","highschool",6,0.621587773826132,4
"167","S017","low","female","35-49","highschool",7,0.539147781348307,6
"168","S017","low","female","35-49","highschool",8,0.727496858750903,3
"169","S017","low","female","35-49","highschool",9,0.631331062770739,4
"170","S017","low","female","35-49","highschool",10,0.32507243222016,4
"171","S018","low","female","18-34","highschool",1,0.409416787735087,5
"172","S018","low","female","18-34","highschool",2,0.223891191298559,5
"173","S018","low","female","18-34","highschool",3,0.552325852943215,4
"174","S018","low","female","18-34","highschool",4,0.681075923938702,3
"175","S018","low","female","18-34","highschool",5,0.329004543164905,4
"176","S018","low","female","18-34","highschool",6,0.538572276597588,6
"177","S018","low","female","18-34","highschool",7,0.173082435250672,3
"178","S018","low","female","18-34","highschool",8,0.655599570636829,3
"179","S018","low","female","18-34","highschool",9,0.526142325231238,5
"180","S018","low","female","18-34","highschool",10,0.653023296523687,5
"181","S019","low","female","18-34","college",1,0.576629928356575,4
"182","S019","low","female","18-34","college",2,0.500067015216964,5
"183","S019","low","female","18-34","college",3,0.457578691854386,4
"184","S019","low","female","18-34","college",4,0.448925748105002,3
"185","S019","low","female","18-34","college",5,0.556975006677037,5
"186","S019","low","female","18-34","college",6,0.357939161817308,5
"187","S019","low","female","18-34","college",7,0.700902564389474,4
"188","S019","low","female","18-34","college",8,0.613409245353105,5
"189","S019","low","female","18-34","college",9,0.266389064906398,5
"190","S019","low","female","18-34","college",10,0.530738624418278,4
"191","S020","low","female","50-65","highschool",1,0.0678777371927665,5
"192","S020","low","female","50-65","highschool",2,0.569325906223109,5
"193","S020","low","female","50-65","highschool",3,0.444423663292482,3
"194","S020","low","female","50-65","highschool",4,0.574870541652372,4
"195","S020","low","female","50-65","highschool",5,0.359040447592704,4
"196","S020","low","female","50-65","highschool",6,0.45291188975662,4
"197","S020","low","female","50-65","highschool",7,0.618089485085541,4
"198","S020","low","female","50-65","highschool",8,0.81671560185532,5
"199","S020","low","female","50-65","highschool",9,0.600199157530813,5
"200","S020","low","female","50-65","highschool",10,0.390976095497445,4
"201","S021","low","female","50-65","college",1,0.256859406542489,5
"202","S021","low","female","50-65","college",2,0.255068805201308,5
"203","S021","low","female","50-65","college",3,0.546215400412441,3
"204","S021","low","female","50-65","college",4,0.516250868013973,5
"205","S021","low","female","50-65","college",5,0.51262141463232,6
"206","S021","low","female","50-65","college",6,0.203303688495916,5
"207","S021","low","female","50-65","college",7,0.678176757226601,5
"208","S021","low","female","50-65","college",8,0.666438609844047,4
"209","S021","low","female","50-65","college",9,0.454360910122294,4
"210","S021","low","female","50-65","college",10,0.684152220461315,3
"211","S022","low","female","18-34","college",1,0.532217515455696,4
"212","S022","low","female","18-34","college",2,0.558892365370393,3
"213","S022","low","female","18-34","college",3,0.306436251924076,5
"214","S022","low","female","18-34","college",4,0.678566357826053,4
"215","S022","low","female","18-34","college",5,0.387088904959127,5
"216","S022","low","female","18-34","college",6,0.573182029568554,5
"217","S022","low","female","18-34","college",7,0.755648721232711,3
"218","S022","low","female","18-34","college",8,0.341881398786821,4
"219","S022","low","female","18-34","college",9,0.619956195065646,4
"220","S022","low","female","18-34","college",10,0.750785124143565,4
"221","S023","low","female","50-65","none",1,0.445990753184875,7
"222","S023","low","female","50-65","none",2,0.530397450341609,5
"223","S023","low","female","50-65","none",3,0.513051774672133,5
"224","S023","low","female","50-65","none",4,0.298857122406854,4
"225","S023","low","female","50-65","none",5,0.739025277499564,5
"226","S023","low","female","50-65","none",6,0.46004082542118,6
"227","S023","low","female","50-65","none",7,0.190092240665178,4
"228","S023","low","female","50-65","none",8,0.639904446517435,6
"229","S023","low","female","50-65","none",9,0.701623598778063,4
"230","S023","low","female","50-65","none",10,0.319002130521317,5
"231","S024","low","female","18-34","none",1,0.502969720735847,4
"232","S024","low","female","18-34","none",2,0.137988711089818,4
"233","S024","low","female","18-34","none",3,0.317293361097507,5
"234","S024","low","female","18-34","none",4,0.352154964838699,3
"235","S024","low","female","18-34","none",5,0.351492783528628,4
"236","S024","low","female","18-34","none",6,0.591734248883302,6
"237","S024","low","female","18-34","none",7,0.615009755784203,4
"238","S024","low","female","18-34","none",8,0.361362325490304,4
"239","S024","low","female","18-34","none",9,0.52044735606217,4
"240","S024","low","female","18-34","none",10,0.481925502234742,5
"241","S025","low","female","18-34","highschool",1,0.571200062671176,4
"242","S025","low","female","18-34","highschool",2,0.352606737512494,4
"243","S025","low","female","18-34","highschool",3,0.407819076924691,2
"244","S025","low","female","18-34","highschool",4,0.4305057060328,3
"245","S025","low","female","18-34","highschool",5,0.439569023325233,5
"246","S025","low","female","18-34","highschool",6,0.584846161991958,3
"247","S025","low","female","18-34","highschool",7,0.43290465302974,3
"248","S025","low","female","18-34","highschool",8,0.659516633708259,5
"249","S025","low","female","18-34","highschool",9,0.535658661059436,5
"250","S025","low","female","18-34","highschool",10,0.101225255935628,2
"251","S026","low","male","35-49","none",1,0.692042498454988,5
"252","S026","low","male","35-49","none",2,0.906138861415015,7
"253","S026","low","male","35-49","none",3,0.842986718012388,4
"254","S026","low","male","35-49","none",4,0.445141239864576,5
"255","S026","low","male","35-49","none",5,0.62186910023847,4
"256","S026","low","male","35-49","none",6,0.415783825810521,5
"257","S026","low","male","35-49","none",7,0.734914678433923,6
"258","S026","low","male","35-49","none",8,0.731549324874156,6
"259","S026","low","male","35-49","none",9,0.504711583092023,6
"260","S026","low","male","35-49","none",10,0.500877193913244,7
"261","S027","low","male","35-49","college",1,0.659888011678687,6
"262","S027","low","male","35-49","college",2,0.568627172535403,4
"263","S027","low","male","35-49","college",3,1.10672038939388,4
"264","S027","low","male","35-49","college",4,0.590312253653965,5
"265","S027","low","male","35-49","college",5,0.826010033276782,4
"266","S027","low","male","35-49","college",6,0.736838808183189,5
"267","S027","low","male","35-49","college",7,0.506616992845484,3
"268","S027","low","male","35-49","college",8,0.508930553110577,4
"269","S027","low","male","35-49","college",9,0.522370983429338,4
"270","S027","low","male","35-49","college",10,0.716282812843121,5
"271","S028","low","male","50-65","college",1,0.715167093903061,6
"272","S028","low","male","50-65","college",2,0.509893991010526,5
"273","S028","low","male","50-65","college",3,0.226929206864359,3
"274","S028","low","male","50-65","college",4,0.693164456578578,6
"275","S028","low","male","50-65","college",5,0.515876873043637,4
"276","S028","low","male","50-65","college",6,0.463301491923906,5
"277","S028","low","male","50-65","college",7,0.532647979938527,5
"278","S028","low","male","50-65","college",8,0.643232647795432,3
"279","S028","low","male","50-65","college",9,0.7811119732491,4
"280","S028","low","male","50-65","college",10,0.710615413251898,5
"281","S029","low","male","18-34","none",1,0.518173353322509,5
"282","S029","low","male","18-34","none",2,0.562667922727651,5
"283","S029","low","male","18-34","none",3,0.515352883635171,4
"284","S029","low","male","18-34","none",4,0.681363964929101,5
"285","S029","low","male","18-34","none",5,0.811232543164559,5
"286","S029","low","male","18-34","none",6,0.785926422538458,5
"287","S029","low","male","18-34","none",7,0.688238369077923,4
"288","S029","low","male","18-34","none",8,0.382690929488477,6
"289","S029","low","male","18-34","none",9,0.70951483820502,5
"290","S029","low","male","18-34","none",10,0.172448369365357,6
"291","S030","low","male","50-65","college",1,0.443278016843387,4
"292","S030","low","male","50-65","college",2,0.362531872299978,5
"293","S030","low","male","50-65","college",3,0.553230796292867,4
"294","S030","low","male","50-65","college",4,0.430014872784183,4
"295","S030","low","male","50-65","college",5,0.933478864790301,5
"296","S030","low","male","50-65","college",6,0.701687660638709,5
"297","S030","low","male","50-65","college",7,0.878743125119134,6
"298","S030","low","male","50-65","college",8,0.663925238136582,6
"299","S030","low","male","50-65","college",9,0.415505912339434,3
"300","S030","low","male","50-65","college",10,0.866300805446371,5
"301","S031","low","male","18-34","highschool",1,0.767141093649328,4
"302","S031","low","male","18-34","highschool",2,0.434644436993147,5
"303","S031","low","male","18-34","highschool",3,0.422255453000715,4
"304","S031","low","male","18-34","highschool",4,0.623574933122818,3
"305","S031","low","male","18-34","highschool",5,0.24498543732518,5
"306","S031","low","male","18-34","highschool",6,0.438550042566639,6
"307","S031","low","male","18-34","highschool",7,0.472735278412625,5
"308","S031","low","male","18-34","highschool",8,0.337522034783388,5
"309","S031","low","male","18-34","highschool",9,0.816520120539974,5
"310","S031","low","male","18-34","highschool",10,0.806914891584403,6
"311","S032","low","male","18-34","college",1,0.557394435392524,6
"312","S032","low","male","18-34","college",2,0.548562829721929,6
"313","S032","low","male","18-34","college",3,0.470620606683763,5
"314","S032","low","male","18-34","college",4,0.516563279398288,6
"315","S032","low","male","18-34","college",5,0.558586492937372,3
"316","S032","low","male","18-34","college",6,0.718792550062683,4
"317","S032","low","male","18-34","college",7,0.550241178831156,4
"318","S032","low","male","18-34","college",8,0.625600894119608,4
"319","S032","low","male","18-34","college",9,0.560327147621526,4
"320","S032","low","male","18-34","college",10,0.67023223161854,5
"321","S033","low","male","50-65","none",1,0.743029422055569,6
"322","S033","low","male","50-65","none",2,0.534294598477907,4
"323","S033","low","male","50-65","none",3,0.767995338069172,5
"324","S033","low","male","50-65","none",4,0.61390961586265,4
"325","S033","low","male","50-65","none",5,0.492166318727334,5
"326","S033","low","male","50-65","none",6,0.48989419654196,2
"327","S033","low","male","50-65","none",7,0.335423936116879,5
"328","S033","low","male","50-65","none",8,0.386742091776667,5
"329","S033","low","male","50-65","none",9,0.545245268573029,4
"330","S033","low","male","50-65","none",10,0.623314561962255,3
"331","S034","low","male","35-49","none",1,0.456936864933213,4
"332","S034","low","male","35-49","none",2,0.491979799695921,5
"333","S034","low","male","35-49","none",3,0.473399060787609,4
"334","S034","low","male","35-49","none",4,0.572482147925881,3
"335","S034","low","male","35-49","none",5,0.593436606842291,5
"336","S034","low","male","35-49","none",6,0.671444094544744,2
"337","S034","low","male","35-49","none",7,0.826530581953132,2
"338","S034","low","male","35-49","none",8,0.376482035901754,6
"339","S034","low","male","35-49","none",9,0.969910490935375,5
"340","S034","low","male","35-49","none",10,0.462609341781922,4
"341","S035","low","male","18-34","highschool",1,0.904827881794344,5
"342","S035","low","male","18-34","highschool",2,0.558704797865425,4
"343","S035","low","male","18-34","highschool",3,0.500876316630962,4
"344","S035","low","male","18-34","highschool",4,0.574394818099571,6
"345","S035","low","male","18-34","highschool",5,0.676870751585824,3
"346","S035","low","male","18-34","highschool",6,0.55728506973754,6
"347","S035","low","male","18-34","highschool",7,0.511058790626429,4
"348","S035","low","male","18-34","highschool",8,0.348157622242555,5
"349","S035","low","male","18-34","highschool",9,0.930941888703004,4
"350","S035","low","male","18-34","highschool",10,0.469740560871012,4
"351","S036","low","male","18-34","college",1,0.427599423203443,3
"352","S036","low","male","18-34","college",2,0.769257559473347,6
"353","S036","low","male","18-34","college",3,0.355937469931968,4
"354","S036","low","male","18-34","college",4,0.543286892697671,7
"355","S036","low","male","18-34","college",5,0.77803509789849,4
"356","S036","low","male","18-34","college",6,0.709040678159152,5
"357","S036","low","male","18-34","college",7,0.204829693999056,4
"358","S036","low","male","18-34","college",8,0.343798888981256,4
"359","S036","low","male","18-34","college",9,0.487452255164905,4
"360","S036","low","male","18-34","college",10,0.79867021803274,5
"361","S037","low","male","50-65","highschool",1,0.647892881270174,6
"362","S037","low","male","50-65","highschool",2,0.727748472421688,7
"363","S037","low","male","50-65","highschool",3,0.770656041102925,6
"364","S037","low","male","50-65","highschool",4,0.914889485313,5
"365","S037","low","male","50-65","highschool",5,0.551992540448819,4
"366","S037","low","male","50-65","highschool",6,0.589928863437296,6
"367","S037","low","male","50-65","highschool",7,0.394404579063152,5
"368","S037","low","male","50-65","highschool",8,0.533823308126617,4
"369","S037","low","male","50-65","highschool",9,0.380548045444557,3
"370","S037","low","male","50-65","highschool",10,0.602387634876507,4
"371","S038","low","male","50-65","none",1,0.993440352135446,5
"372","S038","low","male","50-65","none",2,0.556528921085795,6
"373","S038","low","male","50-65","none",3,0.50046447316581,5
"374","S038","low","male","50-65","none",4,0.534158526446234,5
"375","S038","low","male","50-65","none",5,0.614518850812958,5
"376","S038","low","male","50-65","none",6,0.537335455400076,5
"377","S038","low","male","50-65","none",7,0.90833671646048,5
"378","S038","low","male","50-65","none",8,0.520822746877188,5
"379","S038","low","male","50-65","none",9,0.40767027112766,5
"380","S038","low","male","50-65","none",10,0.670718054492127,4
"381","S039","low","male","18-34","college",1,0.232807895444044,6
"382","S039","low","male","18-34","college",2,0.631344462706182,6
"383","S039","low","male","18-34","college",3,0.625823961100497,4
"384","S039","low","male","18-34","college",4,0.694751417597036,5
"385","S039","low","male","18-34","college",5,0.345778278766782,5
"386","S039","low","male","18-34","college",6,0.529854609574457,6
"387","S039","low","male","18-34","college",7,0.73145196455518,4
"388","S039","low","male","18-34","college",8,0.807836296474906,6
"389","S039","low","male","18-34","college",9,0.689519606158389,4
"390","S039","low","male","18-34","college",10,0.693362570093762,4
"391","S040","low","male","35-49","highschool",1,0.598693355216271,5
"392","S040","low","male","35-49","highschool",2,0.610767902374837,5
"393","S040","low","male","35-49","highschool",3,0.615360385576559,5
"394","S040","low","male","35-49","highschool",4,0.678653874144095,6
"395","S040","low","male","35-49","highschool",5,0.801926542072843,4
"396","S040","low","male","35-49","highschool",6,0.58451617143575,7
"397","S040","low","male","35-49","highschool",7,0.581979751285712,5
"398","S040","low","male","35-49","highschool",8,0.589757057415472,3
"399","S040","low","male","35-49","highschool",9,0.722103818316909,5
"400","S040","low","male","35-49","highschool",10,0.633277319168519,5
"401","S041","low","male","18-34","highschool",1,0.669161677054585,5
"402","S041","low","male","18-34","highschool",2,0.681298076612188,3
"403","S041","low","male","18-34","highschool",3,0.611631165899743,4
"404","S041","low","male","18-34","highschool",4,0.543526297638317,5
"405","S041","low","male","18-34","highschool",5,0.468634346300623,4
"406","S041","low","male","18-34","highschool",6,0.294545535299327,5
"407","S041","low","male","18-34","highschool",7,0.667794465504112,5
"408","S041","low","male","18-34","highschool",8,0.297639846459752,4
"409","S041","low","male","18-34","highschool",9,0.738119026638416,7
"410","S041","low","male","18-34","highschool",10,0.706290205210434,6
"411","S042","low","male","18-34","college",1,0.43555439929232,7
"412","S042","low","male","18-34","college",2,0.752623075646519,6
"413","S042","low","male","18-34","college",3,0.640621632217394,6
"414","S042","low","male","18-34","college",4,0.575324005041799,5
"415","S042","low","male","18-34","college",5,0.486560042732358,5
"416","S042","low","male","18-34","college",6,0.460062135343191,5
"417","S042","low","male","18-34","college",7,0.45563125678729,4
"418","S042","low","male","18-34","college",8,0.874746463567074,5
"419","S042","low","male","18-34","college",9,0.163381950189081,5
"420","S042","low","male","18-34","college",10,0.719437858500985,5
"421","S043","low","male","18-34","none",1,0.671937948164584,4
"422","S043","low","male","18-34","none",2,0.541615875972425,6
"423","S043","low","male","18-34","none",3,0.528648306498207,3
"424","S043","low","male","18-34","none",4,0.646733381046872,5
"425","S043","low","male","18-34","none",5,0.514363879435977,3
"426","S043","low","male","18-34","none",6,0.69574161401778,5
"427","S043","low","male","18-34","none",7,0.585143575665255,5
"428","S043","low","male","18-34","none",8,0.498165256209806,6
"429","S043","low","male","18-34","none",9,0.644349002739273,4
"430","S043","low","male","18-34","none",10,0.131997502015285,6
"431","S044","low","male","18-34","none",1,0.701146378615125,5
"432","S044","low","male","18-34","none",2,0.778836373235374,5
"433","S044","low","male","18-34","none",3,0.765327513719752,5
"434","S044","low","male","18-34","none",4,0.486469330665922,6
"435","S044","low","male","18-34","none",5,0.393571343174672,5
"436","S044","low","male","18-34","none",6,0.881693135649302,6
"437","S044","low","male","18-34","none",7,0.649826296610136,4
"438","S044","low","male","18-34","none",8,0.587070380987225,5
"439","S044","low","male","18-34","none",9,0.463221508041456,5
"440","S044","low","male","18-34","none",10,0.619410666648125,7
"441","S045","low","male","35-49","none",1,0.547904631213105,6
"442","S045","low","male","35-49","none",2,0.498161151265416,7
"443","S045","low","male","35-49","none",3,0.565538007008715,6
"444","S045","low","male","35-49","none",4,0.541945599349725,4
"445","S045","low","male","35-49","none",5,0.887316979072452,5
"446","S045","low","male","35-49","none",6,0.793302459406999,5
"447","S045","low","male","35-49","none",7,0.472053731244303,5
"448","S045","low","male","35-49","none",8,0.546420667332043,5
"449","S045","low","male","35-49","none",9,0.465955238617749,5
"450","S045","low","male","35-49","none",10,0.778328462056438,5
"451","S046","low","male","35-49","none",1,0.46946003358549,4
"452","S046","low","male","35-49","none",2,0.422287958430265,6
"453","S046","low","male","35-49","none",3,0.513798632624123,4
"454","S046","low","male","35-49","none",4,0.542382561757015,5
"455","S046","low","male","35-49","none",5,0.673263452321554,5
"456","S046","low","male","35-49","none",6,0.775737084495612,4
"457","S046","low","male","35-49","none",7,0.719115330667494,5
"458","S046","low","male","35-49","none",8,0.591707139907482,5
"459","S046","low","male","35-49","none",9,0.666172947712766,5
"460","S046","low","male","35-49","none",10,0.30366087690826,6
"461","S047","low","male","35-49","none",1,0.527897657268396,5
"462","S047","low","male","35-49","none",2,0.64039469710445,4
"463","S047","low","male","35-49","none",3,0.476022552801028,5
"464","S047","low","male","35-49","none",4,0.734000052673387,4
"465","S047","low","male","35-49","none",5,0.389835637450989,5
"466","S047","low","male","35-49","none",6,0.736315202495749,4
"467","S047","low","male","35-49","none",7,0.76458879298723,4
"468","S047","low","male","35-49","none",8,0.174228125933038,4
"469","S047","low","male","35-49","none",9,0.790850853929865,4
"470","S047","low","male","35-49","none",10,0.506955731265691,3
"471","S048","low","male","18-34","none",1,0.425383018270479,7
"472","S048","low","male","18-34","none",2,0.667701488049222,6
"473","S048","low","male","18-34","none",3,0.648204174537161,5
"474","S048","low","male","18-34","none",4,0.31982450448093,5
"475","S048","low","male","18-34","none",5,0.669757521534942,6
"476","S048","low","male","18-34","none",6,0.681212246451244,4
"477","S048","low","male","18-34","none",7,0.34028340463297,5
"478","S048","low","male","18-34","none",8,0.638455692645226,6
"479","S048","low","male","18-34","none",9,0.583153200151624,5
"480","S048","low","male","18-34","none",10,0.410139112463415,4
"481","S049","low","male","18-34","none",1,0.368622336295838,5
"482","S049","low","male","18-34","none",2,0.635772787296574,5
"483","S049","low","male","18-34","none",3,0.686499460859564,5
"484","S049","low","male","18-34","none",4,0.595152789669859,2
"485","S049","low","male","18-34","none",5,0.586084609950063,7
"486","S049","low","male","18-34","none",6,0.262825771421452,7
