pid,gender,age_cat,age,education,condition,trial,WOA,Trust
5,female,18-34,23,college,baseline,5,0.20911898744771995,3
5,female,18-34,23,college,baseline,6,0.6409676463902493,5
5,female,18-34,23,college,baseline,7,0.24748565011625684,5
5,female,18-34,23,college,baseline,8,0.18642914566164442,6
5,female,18-34,23,college,baseline,9,0.5500893698904535,5
5,female,18-34,23,college,baseline,10,0.6765494068987519,3
6,female,18-34,27,college,baseline,1,0.5332535185194865,6
6,female,18-34,27,college,baseline,2,0.4621119131430846,6
6,female,18-34,27,college,baseline,3,0.3078638631150347,4
6,female,18-34,27,college,baseline,4,0.9045795561570438,4
6,female,18-34,27,college,baseline,5,0.29403760661186923,6
6,female,18-34,27,college,baseline,6,0.5249743694295649,5
6,female,18-34,27,college,baseline,7,0.7053538611643482,5
6,female,18-34,27,college,baseline,8,0.40348296291708063,5
6,female,18-34,27,college,baseline,9,0.6733275971927717,4
6,female,18-34,27,college,baseline,10,0.6274972035788167,4
7,female,18-34,24,college,baseline,1,0.5703499081716417,3
7,female,18-34,24,college,baseline,2,0.7767527909387749,6
7,female,18-34,24,college,baseline,3,0.6035114915865932,3
7,female,18-34,24,college,baseline,4,0.7897018102101633,3
7,female,18-34,24,college,baseline,5,0.5076036668178483,4
7,female,18-34,24,college,baseline,6,0.6553492942178777,5
7,female,18-34,24,college,baseline,7,0.61739006951829,3
7,female,18-34,24,college,baseline,8,0.56201304613718,3
7,female,18-34,24,college,baseline,9,0.4920276732030709,5
7,female,18-34,24,college,baseline,10,0.46749205827565,5
8,female,18-34,29,college,baseline,1,0.6096552067719898,5
8,female,18-34,29,college,baseline,2,0.42969680991796144,5
8,female,18-34,29,college,baseline,3,0.469269310453618,4
8,female,18-34,29,college,baseline,4,0.5593625547742405,5
8,female,18-34,29,college,baseline,5,0.7702463215211707,5
8,female,18-34,29,college,baseline,6,0.42230127956026126,6
8,female,18-34,29,college,baseline,7,0.6700268571108701,5
8,female,18-34,29,college,baseline,8,0.5467907488681502,5
8,female,18-34,29,college,baseline,9,0.7556024831385897,6
8,female,18-34,29,college,baseline,10,0.7883981900466017,5
9,female,18-34,20,college,baseline,1,0.5860108738871229,4
9,female,18-34,20,college,baseline,2,0.28727440646490926,4
9,female,18-34,20,college,baseline,3,0.5208955805855107,3
9,female,18-34,20,college,baseline,4,0.22317176176583314,6
9,female,18-34,20,college,baseline,5,0.46363970481425354,5
9,female,18-34,20,college,baseline,6,0.3261259448776597,6
9,female,18-34,20,college,baseline,7,0.5253995065671037,4
9,female,18-34,20,college,baseline,8,0.403549027465896,4
9,female,18-34,20,college,baseline,9,0.292108737953064,4
9,female,18-34,20,college,baseline,10,0.6282703264541829,2
10,female,18-34,30,college,baseline,1,0.3881907778167107,7
10,female,18-34,30,college,baseline,2,0.36171549121457697,4
10,female,18-34,30,college,baseline,3,0.511629042309772,5
10,female,18-34,30,college,baseline,4,0.6980043066570751,6
10,female,18-34,30,college,baseline,5,0.2529169658793314,5
10,female,18-34,30,college,baseline,6,0.6563906717785906,5
10,female,18-34,30,college,baseline,7,0.06580212700038252,6
10,female,18-34,30,college,baseline,8,0.701047736636738,4
10,female,18-34,30,college,baseline,9,0.7170699962672327,5
10,female,18-34,30,college,baseline,10,0.3077435989730826,4
11,female,18-34,24,highschool,baseline,1,0.6220772414749843,5
11,female,18-34,24,highschool,baseline,2,0.6149682289416786,5
11,female,18-34,24,highschool,baseline,3,0.6963222233620407,4
11,female,18-34,24,highschool,baseline,4,0.6808151654255388,3
11,female,18-34,24,highschool,baseline,5,0.5207592964242103,2
11,female,18-34,24,highschool,baseline,6,0.6988747471719049,6
11,female,18-34,24,highschool,baseline,7,0.49097466271049883,5
11,female,18-34,24,highschool,baseline,8,0.42676522833196906,3
11,female,18-34,24,highschool,baseline,9,0.4919749701491282,5
11,female,18-34,24,highschool,baseline,10,0.06911354064813818,3
12,female,18-34,21,highschool,baseline,1,0.5547794736420217,4
12,female,18-34,21,highschool,baseline,2,0.7995837833003927,4
12,female,18-34,21,highschool,baseline,3,0.47375322424841015,5
12,female,18-34,21,highschool,baseline,4,0.5902657205343004,4
12,female,18-34,21,highschool,baseline,5,0.6514271903911094,3
12,female,18-34,21,highschool,baseline,6,0.18760294635610486,4
12,female,18-34,21,highschool,baseline,7,0.8676800214033756,7
12,female,18-34,21,highschool,baseline,8,0.4169878719465989,3
12,female,18-34,21,highschool,baseline,9,0.20804679801588696,5
12,female,18-34,21,highschool,baseline,10,0.17271264548173343,4
13,female,18-34,32,highschool,baseline,1,0.30878276708270935,4
13,female,18-34,32,highschool,baseline,2,0.4279470607715932,4
13,female,18-34,32,highschool,baseline,3,0.8375135738858449,4
13,female,18-34,32,highschool,baseline,4,0.6799628525799402,6
13,female,18-34,32,highschool,baseline,5,0.41073785623952985,4
13,female,18-34,32,highschool,baseline,6,0.6602297836094173,6
13,female,18-34,32,highschool,baseline,7,0.5950223621417795,6
13,female,18-34,32,highschool,baseline,8,0.7035707470285734,4
13,female,18-34,32,highschool,baseline,9,0.9768234041433211,5
13,female,18-34,32,highschool,baseline,10,0.48967182259839886,5
14,female,18-34,29,highschool,baseline,1,0.6717688538675797,4
14,female,18-34,29,highschool,baseline,2,1.0289695822867015,5
14,female,18-34,29,highschool,baseline,3,0.8394287671131113,4
14,female,18-34,29,highschool,baseline,4,0.364808462528843,7
14,female,18-34,29,highschool,baseline,5,0.3833629799674402,5
14,female,18-34,29,highschool,baseline,6,0.5764684137434876,5
14,female,18-34,29,highschool,baseline,7,0.30228180845095326,4
14,female,18-34,29,highschool,baseline,8,0.13245799080013965,4
14,female,18-34,29,highschool,baseline,9,0.4348402154701705,4
14,female,18-34,29,highschool,baseline,10,0.4668139606541812,4
15,female,18-34,18,highschool,baseline,1,0.6580250139813058,5
15,female,18-34,18,highschool,baseline,2,0.6832351266052804,3
15,female,18-34,18,highschool,baseline,3,0.40463644361942186,4
15,female,18-34,18,highschool,baseline,4,0.8367109724482995,6
15,female,18-34,18,highschool,baseline,5,0.6148430814971627,5
15,female,18-34,18,highschool,baseline,6,0.705364976277385,4
15,female,18-34,18,highschool,baseline,7,0.5878697563692141,3
15,female,18-34,18,highschool,baseline,8,0.5436662134422022,5
15,female,18-34,18,highschool,baseline,9,0.5803760429751915,5
15,female,18-34,18,highschool,baseline,10,0.5089507448868924,6
16,female,18-34,25,highschool,baseline,1,0.3427748504380137,4
16,female,18-34,25,highschool,baseline,2,0.37872568602991263,4
16,female,18-34,25,highschool,baseline,3,0.5253175597703983,5
16,female,18-34,25,highschool,baseline,4,0.3947758362119879,5
16,female,18-34,25,highschool,baseline,5,0.6939146227290679,5
16,female,18-34,25,highschool,baseline,6,0.7047849462053609,5
16,female,18-34,25,highschool,baseline,7,0.7084580360543631,5
16,female,18-34,25,highschool,baseline,8,0.43356330757407985,5
16,female,18-34,25,highschool,baseline,9,0.5013536501067986,5
16,female,18-34,25,highschool,baseline,10,0.8168184748140139,5
17,female,18-34,31,highschool,baseline,1,0.3959715448489858,4
17,female,18-34,31,highschool,baseline,2,0.45640582483781206,5
17,female,18-34,31,highschool,baseline,3,0.47960511930335537,5
17,female,18-34,31,highschool,baseline,4,0.42508851672729825,4
17,female,18-34,31,highschool,baseline,5,0.22564953936705817,5
17,female,18-34,31,highschool,baseline,6,0.26746092945914335,4
17,female,18-34,31,highschool,baseline,7,0.3926859750047985,3
17,female,18-34,31,highschool,baseline,8,0.4339160109095675,5
17,female,18-34,31,highschool,baseline,9,0.7423525644468958,6
17,female,18-34,31,highschool,baseline,10,0.4854970336697882,4
18,female,18-34,30,highschool,baseline,1,0.4269762090165871,4
18,female,18-34,30,highschool,baseline,2,0.29798353987449006,4
18,female,18-34,30,highschool,baseline,3,0.2746237411637276,5
18,female,18-34,30,highschool,baseline,4,0.4910380810327391,4
18,female,18-34,30,highschool,baseline,5,0.8831360154509866,4
18,female,18-34,30,highschool,baseline,6,0.3885557866753938,5
18,female,18-34,30,highschool,baseline,7,0.5617945138652978,6
18,female,18-34,30,highschool,baseline,8,0.4111027954223805,5
18,female,18-34,30,highschool,baseline,9,1.0553529285860208,6
18,female,18-34,30,highschool,baseline,10,0.4462254338087028,3
19,female,18-34,21,highschool,baseline,1,0.5097189110706428,5
19,female,18-34,21,highschool,baseline,2,0.6652940544303018,4
19,female,18-34,21,highschool,baseline,3,0.4508780457286996,5
19,female,18-34,21,highschool,baseline,4,0.6725974251530427,4
19,female,18-34,21,highschool,baseline,5,0.49641234215654584,6
19,female,18-34,21,highschool,baseline,6,0.4523098098370085,5
19,female,18-34,21,highschool,baseline,7,0.4799974283062234,5
19,female,18-34,21,highschool,baseline,8,0.6393082000673002,5
19,female,18-34,21,highschool,baseline,9,0.6550973389433146,5
19,female,18-34,21,highschool,baseline,10,0.5164972969956556,4
20,female,18-34,28,highschool,baseline,1,0.6964895967367641,6
20,female,18-34,28,highschool,baseline,2,0.6587181483741766,3
20,female,18-34,28,highschool,baseline,3,0.3982923827484378,5
20,female,18-34,28,highschool,baseline,4,0.3139096139686855,6
20,female,18-34,28,highschool,baseline,5,0.39718468811081614,4
20,female,18-34,28,highschool,baseline,6,0.6527938893850701,5
20,female,18-34,28,highschool,baseline,7,0.7163609364720027,5
20,female,18-34,28,highschool,baseline,8,0.35874452453940997,6
20,female,18-34,28,highschool,baseline,9,0.31160804912184087,4
20,female,18-34,28,highschool,baseline,10,0.8672479998982054,3
21,female,18-34,29,none,baseline,1,0.6472216980907971,5
21,female,18-34,29,none,baseline,2,0.7711660659612529,5
21,female,18-34,29,none,baseline,3,0.8083424389138443,4
21,female,18-34,29,none,baseline,4,0.4644273157854594,3
21,female,18-34,29,none,baseline,5,0.30937667135079644,4
21,female,18-34,29,none,baseline,6,0.5630959813575589,5
21,female,18-34,29,none,baseline,7,0.5019767827147747,3
21,female,18-34,29,none,baseline,8,0.6923272041568014,7
21,female,18-34,29,none,baseline,9,0.4945964540270057,4
21,female,18-34,29,none,baseline,10,0.27446068368281323,7
22,female,18-34,32,none,baseline,1,0.47406606114295546,3
22,female,18-34,32,none,baseline,2,0.3028114074446295,4
22,female,18-34,32,none,baseline,3,0.2802147994781883,3
22,female,18-34,32,none,baseline,4,0.3507193277836442,2
22,female,18-34,32,none,baseline,5,0.5976718181606665,4
22,female,18-34,32,none,baseline,6,0.21854666179703247,4
22,female,18-34,32,none,baseline,7,0.6170850538966854,5
22,female,18-34,32,none,baseline,8,0.20686831606392603,4
22,female,18-34,32,none,baseline,9,0.46665706544481433,5
22,female,18-34,32,none,baseline,10,0.460017217370989,5
23,female,18-34,26,none,baseline,1,0.3189534538044851,5
23,female,18-34,26,none,baseline,2,0.4170016398376923,6
23,female,18-34,26,none,baseline,3,0.41108300295222633,4
23,female,18-34,26,none,baseline,4,0.3055848857928437,5
23,female,18-34,26,none,baseline,5,0.4731608270373425,3
23,female,18-34,26,none,baseline,6,0.7396604031865384,5
23,female,18-34,26,none,baseline,7,0.2575001698496294,5
23,female,18-34,26,none,baseline,8,0.44766452748828056,3
23,female,18-34,26,none,baseline,9,0.03606906150834471,6
23,female,18-34,26,none,baseline,10,-0.02306070756333095,5
24,female,18-34,28,none,baseline,1,1.1075045939610102,4
24,female,18-34,28,none,baseline,2,0.6283175151808118,5
24,female,18-34,28,none,baseline,3,0.8725033461074053,5
24,female,18-34,28,none,baseline,4,0.6212447428739032,4
24,female,18-34,28,none,baseline,5,0.5119685755823807,4
24,female,18-34,28,none,baseline,6,0.44000708346542183,5
24,female,18-34,28,none,baseline,7,0.5402063283314534,5
24,female,18-34,28,none,baseline,8,0.5089978335054404,3
24,female,18-34,28,none,baseline,9,0.38395652000384295,4
24,female,18-34,28,none,baseline,10,0.09382804580066945,6
25,female,18-34,19,none,baseline,1,0.3398690178806991,3
25,female,18-34,19,none,baseline,2,0.30612943474538235,4
25,female,18-34,19,none,baseline,3,0.5093947955718601,5
25,female,18-34,19,none,baseline,4,0.7004101001155489,4
25,female,18-34,19,none,baseline,5,0.6661158742765921,3
25,female,18-34,19,none,baseline,6,0.6397326551557787,2
25,female,18-34,19,none,baseline,7,0.40574027280284813,4
25,female,18-34,19,none,baseline,8,0.46839445265523655,5
25,female,18-34,19,none,baseline,9,0.7086107710219933,5
25,female,18-34,19,none,baseline,10,0.6124951460178585,4
26,female,18-34,22,none,baseline,1,0.8414820604917639,7
26,female,18-34,22,none,baseline,2,1.0565787119689318,4
26,female,18-34,22,none,baseline,3,0.8127520048882321,4
26,female,18-34,22,none,baseline,4,0.4401620675948053,4
26,female,18-34,22,none,baseline,5,0.36569488930760186,6
26,female,18-34,22,none,baseline,6,0.9151720500856999,3
26,female,18-34,22,none,baseline,7,0.2443143114859603,3
26,female,18-34,22,none,baseline,8,0.11598001378669856,5
26,female,18-34,22,none,baseline,9,-0.14822887049218902,5
26,female,18-34,22,none,baseline,10,-0.03443151671975958,4
27,female,18-34,23,none,baseline,1,0.8487803103187358,3
27,female,18-34,23,none,baseline,2,0.6760062208467063,4
27,female,18-34,23,none,baseline,3,0.4513947674470058,3
27,female,18-34,23,none,baseline,4,0.6053674278275192,3
27,female,18-34,23,none,baseline,5,0.3310652040411969,4
27,female,18-34,23,none,baseline,6,0.4483006066298119,5
27,female,18-34,23,none,baseline,7,0.6748624840026775,5
27,female,18-34,23,none,baseline,8,0.5682832777798033,5
27,female,18-34,23,none,baseline,9,0.6202679166596896,4
27,female,18-34,23,none,baseline,10,0.5175556727243396,4
28,female,18-34,20,none,baseline,1,0.29558528871085243,3
28,female,18-34,20,none,baseline,2,0.3374600581302782,5
28,female,18-34,20,none,baseline,3,0.4789616616191825,4
28,female,18-34,20,none,baseline,4,0.37719551374639826,4
28,female,18-34,20,none,baseline,5,0.4854565718754964,3
28,female,18-34,20,none,baseline,6,0.7267765134047142,5
28,female,18-34,20,none,baseline,7,1.0878477408512048,4
28,female,18-34,20,none,baseline,8,0.8959219784105673,5
28,female,18-34,20,none,baseline,9,0.8628471783239645,3
28,female,18-34,20,none,baseline,10,0.4766782053388029,4
29,female,18-34,33,none,baseline,1,0.940166588670404,6
29,female,18-34,33,none,baseline,2,0.7448564531228861,4
29,female,18-34,33,none,baseline,3,0.6445211981376197,5
29,female,18-34,33,none,baseline,4,0.7840391262301722,4
29,female,18-34,33,none,baseline,5,0.5028883073590168,5
29,female,18-34,33,none,baseline,6,0.47837580474775393,4
29,female,18-34,33,none,baseline,7,0.7359897197304155,6
29,female,18-34,33,none,baseline,8,0.3340962058527231,4
29,female,18-34,33,none,baseline,9,0.4459711658557752,4
29,female,18-34,33,none,baseline,10,0.3907338836054014,1
30,female,18-34,24,none,baseline,1,0.38162290743872385,4
30,female,18-34,24,none,baseline,2,0.30477952697675526,5
30,female,18-34,24,none,baseline,3,0.8281556933482708,4
30,female,18-34,24,none,baseline,4,0.46916622653300205,6
30,female,18-34,24,none,baseline,5,0.25906822955184905,3
30,female,18-34,24,none,baseline,6,0.4487887144131724,5
30,female,18-34,24,none,baseline,7,0.5172030419782903,6
30,female,18-34,24,none,baseline,8,0.8953515193812629,4
30,female,18-34,24,none,baseline,9,0.6832944016389506,5
30,female,18-34,24,none,baseline,10,0.5689022884042104,5
31,female,35-49,38,college,baseline,1,0.9727603113771938,3
31,female,35-49,38,college,baseline,2,0.9725041793113165,4
31,female,35-49,38,college,baseline,3,0.5411515688268651,5
31,female,35-49,38,college,baseline,4,0.42011329379733353,4
31,female,35-49,38,college,baseline,5,0.5444106793909705,4
31,female,35-49,38,college,baseline,6,0.6376605157932084,4
31,female,35-49,38,college,baseline,7,0.8699815037220997,6
31,female,35-49,38,college,baseline,8,0.38052159602856894,6
31,female,35-49,38,college,baseline,9,0.6403117768375007,4
31,female,35-49,38,college,baseline,10,0.734521052981187,5
32,female,35-49,39,college,baseline,1,0.8637975235191042,3
32,female,35-49,39,college,baseline,2,0.41260623681631076,5
32,female,35-49,39,college,baseline,3,0.5032015771789244,5
32,female,35-49,39,college,baseline,4,0.6091358357648913,4
32,female,35-49,39,college,baseline,5,0.45970376417329584,3
32,female,35-49,39,college,baseline,6,0.7433748016953478,5
32,female,35-49,39,college,baseline,7,0.8142107089830769,4
32,female,35-49,39,college,baseline,8,0.6132265845549068,5
32,female,35-49,39,college,baseline,9,0.9923952761349186,4
32,female,35-49,39,college,baseline,10,0.38537603888705685,4
33,female,35-49,45,college,baseline,1,0.805694346067171,4
33,female,35-49,45,college,baseline,2,0.8662475320528512,6
33,female,35-49,45,college,baseline,3,0.5810620714387528,6
33,female,35-49,45,college,baseline,4,0.7458619335631388,2
33,female,35-49,45,college,baseline,5,0.6840599968205568,7
33,female,35-49,45,college,baseline,6,0.6787993601405786,6
33,female,35-49,45,college,baseline,7,0.7560121900743533,5
33,female,35-49,45,college,baseline,8,0.7275627771836564,3
33,female,35-49,45,college,baseline,9,0.4025686808248957,6
33,female,35-49,45,college,baseline,10,0.5587292269579495,4
34,female,35-49,46,college,baseline,1,0.512792008733347,5
34,female,35-49,46,college,baseline,2,0.4722737194710254,3
34,female,35-49,46,college,baseline,3,0.8147715619105969,5
34,female,35-49,46,college,baseline,4,0.8498053301191097,5
34,female,35-49,46,college,baseline,5,0.2775457003944639,6
34,female,35-49,46,college,baseline,6,0.33938666799890205,3
34,female,35-49,46,college,baseline,7,0.1663156302272477,5
34,female,35-49,46,college,baseline,8,0.3243993690999919,5
34,female,35-49,46,college,baseline,9,0.30343817430490194,4
34,female,35-49,46,college,baseline,10,0.3390334422566721,4
35,female,35-49,39,college,baseline,1,0.417387271025463,4
35,female,35-49,39,college,baseline,2,0.3967608976164668,6
35,female,35-49,39,college,baseline,3,0.49507565487375127,5
35,female,35-49,39,college,baseline,4,0.27159309344154603,4
35,female,35-49,39,college,baseline,5,0.1392898493601285,5
35,female,35-49,39,college,baseline,6,0.4966915584988308,6
35,female,35-49,39,college,baseline,7,0.4179035612674841,5
35,female,35-49,39,college,baseline,8,0.4115270367992205,5
35,female,35-49,39,college,baseline,9,0.06283988863340217,4
35,female,35-49,39,college,baseline,10,0.7156746739793562,5
36,female,35-49,49,college,baseline,1,0.9150657473756523,4
36,female,35-49,49,college,baseline,2,0.7945778624168176,4
36,female,35-49,49,college,baseline,3,0.4890712243677067,5
36,female,35-49,49,college,baseline,4,0.30695975281295007,4
36,female,35-49,49,college,baseline,5,0.18940626725314774,5
36,female,35-49,49,college,baseline,6,0.755894679494047,3
36,female,35-49,49,college,baseline,7,0.5317053598381271,5
36,female,35-49,49,college,baseline,8,0.7480438871899268,5
36,female,35-49,49,college,baseline,9,0.48370486742014246,4
36,female,35-49,49,college,baseline,10,0.7149202761130196,4
37,female,35-49,36,college,baseline,1,0.42744404690278576,5
37,female,35-49,36,college,baseline,2,0.06985225867910227,4
37,female,35-49,36,college,baseline,3,0.39279268257442923,6
37,female,35-49,36,college,baseline,4,0.2703186283884734,4
37,female,35-49,36,college,baseline,5,0.7600716307935929,3
37,female,35-49,36,college,baseline,6,0.5651644140951598,6
37,female,35-49,36,college,baseline,7,0.3816859948492376,4
37,female,35-49,36,college,baseline,8,0.7846780248824108,4
37,female,35-49,36,college,baseline,9,0.8069322991202281,3
37,female,35-49,36,college,baseline,10,1.0927222026399384,3
38,female,35-49,46,college,baseline,1,0.3754223140742883,5
38,female,35-49,46,college,baseline,2,0.206955143819661,2
38,female,35-49,46,college,baseline,3,0.34954162825342466,4
38,female,35-49,46,college,baseline,4,0.18556306387504434,5
38,female,35-49,46,college,baseline,5,0.48563573103507396,2
38,female,35-49,46,college,baseline,6,0.50992831752251,4
38,female,35-49,46,college,baseline,7,0.60834097582188,4
38,female,35-49,46,college,baseline,8,0.6939839971674145,3
38,female,35-49,46,college,baseline,9,0.761093969168288,3
38,female,35-49,46,college,baseline,10,0.9031564398693691,5
39,female,35-49,35,college,baseline,1,0.40980991776650527,3
39,female,35-49,35,college,baseline,2,0.4771412438455129,4
39,female,35-49,35,college,baseline,3,0.3997332488674207,4
39,female,35-49,35,college,baseline,4,0.6056049269095403,4
39,female,35-49,35,college,baseline,5,0.3925598536179733,4
39,female,35-49,35,college,baseline,6,0.7348373662639835,6
39,female,35-49,35,college,baseline,7,0.7631484073144092,4
39,female,35-49,35,college,baseline,8,0.8964516576005132,5
39,female,35-49,35,college,baseline,9,0.6335187831831117,6
39,female,35-49,35,college,baseline,10,0.8111430996499694,5
40,female,35-49,40,college,baseline,1,0.7701401358607152,4
40,female,35-49,40,college,baseline,2,0.5421304080488978,4
40,female,35-49,40,college,baseline,3,0.8416832718748535,3
40,female,35-49,40,college,baseline,4,0.8245697173997831,4
40,female,35-49,40,college,baseline,5,0.25172240463644874,5
40,female,35-49,40,college,baseline,6,0.47231520664700843,4
40,female,35-49,40,college,baseline,7,0.6153509391123072,4
40,female,35-49,40,college,baseline,8,0.5660177356390851,6
40,female,35-49,40,college,baseline,9,0.5996204106767618,4
40,female,35-49,40,college,baseline,10,0.7078211947854812,6
41,female,35-49,44,highschool,baseline,1,0.5780126810988702,4
41,female,35-49,44,highschool,baseline,2,0.7527016910861863,6
41,female,35-49,44,highschool,baseline,3,0.37407221579859135,6
41,female,35-49,44,highschool,baseline,4,0.44701976826051554,7
41,female,35-49,44,highschool,baseline,5,0.1399149922886938,4
41,female,35-49,44,highschool,baseline,6,0.6895860848395816,5
41,female,35-49,44,highschool,baseline,7,0.29135116030368696,4
41,female,35-49,44,highschool,baseline,8,0.43982972838580064,6
41,female,35-49,44,highschool,baseline,9,0.12965796356171305,5
41,female,35-49,44,highschool,baseline,10,0.11060169215516724,4
42,female,35-49,41,highschool,baseline,1,0.5572005730753089,7
42,female,35-49,41,highschool,baseline,2,0.34566193508440446,3
42,female,35-49,41,highschool,baseline,3,0.5804693802874616,4
42,female,35-49,41,highschool,baseline,4,0.8920749093131368,5
42,female,35-49,41,highschool,baseline,5,0.2874664350109846,6
42,female,35-49,41,highschool,baseline,6,0.64273535676714455,6
42,female,35-49,41,highschool,baseline,7,0.6127107733506442,5
42,female,35-49,41,highschool,baseline,8,0.13034020017416947,3
42,female,35-49,41,highschool,baseline,9,0.5153296584491287,4
42,female,35-49,41,highschool,baseline,10,0.507459067291634,3
43,female,35-49,36,highschool,baseline,1,0.9129332617748753,3
43,female,35-49,36,highschool,baseline,2,0.6476500490559822,4
43,female,35-49,36,highschool,baseline,3,0.6340535727416052,4
43,female,35-49,36,highschool,baseline,4,0.6508029738682395,5
43,female,35-49,36,highschool,baseline,5,0.3955778704874644,4
43,female,35-49,36,highschool,baseline,6,0.8981857182186539,4
43,female,35-49,36,highschool,baseline,7,0.4852277402700268,3
43,female,35-49,36,highschool,baseline,8,0.8711815462677721,4
43,female,35-49,36,highschool,baseline,9,0.6952956498073715,4
43,female,35-49,36,highschool,baseline,10,0.30189223733028947,4
44,female,35-49,40,highschool,baseline,1,0.4004937945862901,6
44,female,35-49,40,highschool,baseline,2,0.36105627930800005,5
44,female,35-49,40,highschool,baseline,3,0.7152759011456821,4
44,female,35-49,40,highschool,baseline,4,0.2997437920396208,2
44,female,35-49,40,highschool,baseline,5,0.743524121121606,4
44,female,35-49,40,highschool,baseline,6,0.5244192720319594,5
44,female,35-49,40,highschool,baseline,7,0.40213642874776934,3
44,female,35-49,40,highschool,baseline,8,0.7222735489063232,5
44,female,35-49,40,highschool,baseline,9,0.546192529600005,4
44,female,35-49,40,highschool,baseline,10,0.2940053822886035,4
45,female,35-49,37,highschool,baseline,1,0.4378177451925568,4
45,female,35-49,37,highschool,baseline,2,0.41094175830186835,6
45,female,35-49,37,highschool,baseline,3,0.6491895228937845,4
45,female,35-49,37,highschool,baseline,4,0.9691448421568514,5
45,female,35-49,37,highschool,baseline,5,0.5670856515299492,3
45,female,35-49,37,highschool,baseline,6,1.0666509172477376,4
45,female,35-49,37,highschool,baseline,7,0.7162281131382292,5
45,female,35-49,37,highschool,baseline,8,0.627607633932621,6
45,female,35-49,37,highschool,baseline,9,0.6334678299763716,5
45,female,35-49,37,highschool,baseline,10,0.808881759993062,5
46,female,35-49,40,highschool,baseline,1,0.3668056911544012,4
46,female,35-49,40,highschool,baseline,2,0.3729985894154745,3
46,female,35-49,40,highschool,baseline,3,0.39938523786063057,3
46,female,35-49,40,highschool,baseline,4,0.26683193211619655,4
46,female,35-49,40,highschool,baseline,5,0.4236777419971236,3
46,female,35-49,40,highschool,baseline,6,0.200766520178288,3
46,female,35-49,40,highschool,baseline,7,0.5470367089802562,5
46,female,35-49,40,highschool,baseline,8,0.6089290219961142,3
46,female,35-49,40,highschool,baseline,9,0.210997806251294,4
46,female,35-49,40,highschool,baseline,10,0.3109790242474077,4
47,female,35-49,45,highschool,baseline,1,0.8319388012074108,4
47,female,35-49,45,highschool,baseline,2,0.7742118173856268,4
47,female,35-49,45,highschool,baseline,3,0.9260129789840319,4
47,female,35-49,45,highschool,baseline,4,0.10152317551239415,4
47,female,35-49,45,highschool,baseline,5,0.13417336251143924,4
47,female,35-49,45,highschool,baseline,6,0.5379484387808897,5
47,female,35-49,45,highschool,baseline,7,0.3844972282455311,5
47,female,35-49,45,highschool,baseline,8,0.36977498683800614,3
47,female,35-49,45,highschool,baseline,9,0.456108981674288,4
